0000000	JAEGER'S ORIGINAL SEAFOOD TAVERN	100 086 231 157 158 192 149 212 075 204 052 164
0000001	BRIGTSEN'S	253 099 245 114 030 077 206 053 167
0000002	Messina's	075 204 052 161
0000003	TONY ANGELLO'S	157 158 198 245 125 076 206 053 165
0000004	GREAT WALL	100 253 086 231 157 158 149 039 075 205 051 163
0000005	MR. ED'S	046 185 159 078 208 056 170
0000006	MORTON'S OF CHICAGO	137 099 157 158 242 083 009 076 205 053 167
0000007	FRIENDS	100 157 158 063 071 057 045 075 205 053 164
0000008	GRILL ROOM	080 253 099 157 158 198 200 245 102 192 146 114 040 097 083 057 156 009 077 207 055 168
0000009	CREECH'S B.B.Q.	231 242 149 046 017 078 208 056 170
0000010	Whole Food Market	076 204 052 162
0000011	BARROW'S	100 253 086 231 149 046 212 216 075 205 051 163
0000012	TORTORICI'S	231 157 158 191 149 010 125 075 205 052 165
0000013	COMPAGNO'S	253 086 231 157 158 198 149 010 083 229 125 074 205 052 163
0000014	PASTABILITIES	125 078 208 056 170
0000015	NEW ORLEANS HAMBURGERS & SEAFOOD	100 253 086 231 157 158 184 242 107 075 205 053 162
0000016	HOME FURNISHINGS CAFE	231 157 158 149 083 046 009 075 204 052 163
0000017	Isadora (CLOSED)	099 157 158 097 045 075 205 054 166
0000018	TONEY'S AVENUE CAFE	231 157 158 149 125 075 205 052 163
0000019	ALEX PATOUT'S LOUISIANA RESTAURANT	099 157 158 242 146 030 075 205 053 165
0000020	O'HENRY'S	100 086 157 158 184 149 009 074 204 052 162
0000021	Amaury's Cafe	048 078 208 056 170
0000022	Garden Cafe (CLOSED)	157 158 112 075 204 052 162
0000023	Palm Court Jazz Cafe	075 205 054 164
0000024	COMMANDER'S PALACE	080 099 157 158 198 245 189 102 192 063 146 114 010 111 097 251 224 109 077 207 055 167
0000025	P.J. COFFEE & TEA	157 158 184 063 084 087 042 075 204 052 162
0000026	LE RUTH'S (CLOSED)	080 099 198 200 245 192 146 109 076 206 053 167
0000027	FRANKY AND JOHNNY'S	100 253 086 231 157 158 184 149 064 075 204 051 163
0000028	DiMartino's Muffalettas	001 075 205 052 163
0000029	MARTIN WINE CELLAR	253 086 231 157 158 191 149 058 075 204 051 162
0000030	ANDREA'S RESTAURANT	253 099 157 158 198 200 192 097 224 125 076 206 054 166
0000031	MR. TAI'S	253 231 157 158 191 149 039 076 205 054 165
0000032	ARNAUD'S	099 157 158 245 189 102 192 010 251 224 109 076 206 054 167
0000033	De Felice's (CLOSED)	253 231 157 158 192 149 083 224 045 075 205 053 164
0000034	KATIE'S	100 086 231 157 158 198 149 046 009 075 205 052 163
0000035	EMERIL'S	253 099 086 157 158 184 245 189 102 191 242 010 097 083 025 110 077 206 054 166
0000036	Tula's Kitchen	197 147 075 205 052 164
0000037	CLANCY'S	253 099 157 158 198 189 191 045 076 205 053 166
0000038	L'ECONOMIE	253 086 231 157 158 184 191 242 092 076 205 052 164
0000039	BART'S LIGHTHOUSE INN	100 253 086 231 157 158 184 063 149 071 057 212 074 204 053 164
0000040	CARMINE'S	253 086 231 157 158 191 242 229 125 076 205 052 164
0000041	ANTOINE'S	080 253 099 157 158 198 200 245 189 102 192 149 146 010 109 076 206 054 167
0000042	PALACE CAFE	065 078 208 056 170
0000043	CHINESE KITCHEN	100 231 157 158 149 001 039 075 204 051 163
0000044	TAQUERIA CORONA	086 157 158 197 242 046 142 076 204 051 163
0000045	LA MADELEINE BAKERY	253 086 231 157 158 010 084 087 046 185 159 076 204 053 163
0000046	Kelsey's	065 078 208 056 170
0000047	HENRI (CLOSED)	080 253 099 157 158 200 245 191 146 040 097 071 093 076 206 055 168
0000048	BENNACHIN	065 078 208 056 170
0000049	FLAGONS	080 086 192 111 097 251 224 045 075 205 053 165
0000050	DOMILESE	253 086 231 157 158 184 149 046 185 159 076 205 051 162
0000051	QUE SERA	100 086 231 157 158 184 063 149 156 009 074 204 053 163
0000052	Chez Pierre	253 157 158 245 110 076 205 053 164
0000053	CAFE PONTALBA	157 158 149 010 224 009 074 204 052 163
0000054	DELERNO'S RESTAURANT	253 157 158 198 192 242 125 075 205 052 164
0000055	CANNON'S	100 253 086 231 157 158 191 149 224 229 009 075 205 052 163
0000056	HUMMINGBIRD GRILL	253 231 157 158 197 149 132 156 009 185 159 074 204 050 162
0000057	RISTORANTE CARMELO'S	157 158 184 192 242 125 075 205 053 165
0000058	FURY'S	100 086 231 157 158 149 064 075 205 052 163
0000059	LA LOUISIANE	099 157 158 010 110 076 205 053 166
0000060	Albertine's (CLOSED)	253 157 158 063 040 010 097 083 224 045 074 204 053 165
0000061	BROUSSARD'S	253 099 157 158 245 192 063 146 109 076 206 054 167
0000062	Little Cajun Cuisine (CLOSED)	100 253 086 231 157 158 191 030 075 205 052 164
0000063	EL PATIO	253 157 158 191 149 071 057 142 076 205 053 164
0000064	DOS GRINGOS	253 086 231 157 158 149 046 138 142 074 204 052 163
0000065	CHEF BUSTER'S	253 231 157 158 065 076 206 053 164
0000066	Mystery Street Cafe (CLOSED)	157 158 200 245 063 242 224 092 075 205 053 164
0000067	ICHIBAN	157 158 128 075 205 053 164
0000068	Assunta's	125 076 205 054 164
0000069	Regency Room (CLOSED)	253 231 157 158 198 189 191 149 040 083 156 045 075 205 052 164
0000070	Lido Gardens	253 086 231 157 158 191 149 125 075 205 051 164
0000071	CHINA DOLL	253 086 231 157 158 191 039 075 205 053 163
0000072	Doug's	009 078 208 056 170
0000073	SANTA FE	253 157 158 111 097 071 222 076 205 053 164
0000074	H.R.H. DUMPLIN'S	100 253 086 231 157 158 242 009 075 205 053 162
0000075	SHIGURE	231 157 158 197 149 128 076 205 052 164
0000076	EDDIE'S	157 158 197 229 065 216 075 204 051 163
0000077	NATCHEZ HOUSE RESTAURANT	231 157 158 046 064 075 204 051 162
0000078	BEGUE'S	253 157 158 245 146 040 111 097 071 083 156 109 075 206 054 166
0000079	Brass Lantern Restaurant	157 158 111 224 030 076 206 054 165
0000080	JOHNNY'S PO-BOYS	253 086 157 158 149 010 224 046 185 159 075 204 051 162
0000081	ALL NATURAL FOODS DELI	086 231 157 158 063 149 111 156 058 112 075 204 051 162
0000082	PATOUT'S	253 157 158 192 063 040 097 083 224 030 075 205 053 165
0000083	Drago's	253 086 157 158 197 149 256 075 205 052 164
0000084	LA PENICHE	231 157 158 149 132 097 156 064 074 205 052 163
0000085	COFFEE AND COMPANY	046 042 078 208 056 170
0000086	MIMI'S	253 086 231 191 149 046 125 076 205 053 164
0000087	CAFE MASPERO	086 157 158 184 224 046 185 159 075 204 052 162
0000088	AUGIE'S GLASS GARDEN	253 086 231 157 158 192 149 057 251 224 229 009 074 205 053 165
0000089	BARRECA'S	253 086 231 157 158 184 198 192 242 097 065 075 205 052 164
0000090	Bounty (CLOSED)	253 086 231 184 192 149 071 083 057 212 074 204 052 164
0000091	Kim Son	157 158 246 076 205 052 163
0000092	FIGARO'S PIZZERIA	182 078 208 056 170
0000093	Vita's Broadway Cafe (CLOSED)	253 157 158 191 242 224 009 074 205 053 164
0000094	BACCO	125 078 208 056 170
0000095	GUMBO SHOP	253 157 158 192 063 149 010 065 075 205 053 164
0000096	TRUE BREW	231 157 158 184 063 149 084 087 156 046 042 075 204 052 162
0000097	Imperial Palace Regency (CLOSED)	253 231 157 158 192 039 075 205 053 164
0000098	CASAMENTO'S	253 231 157 158 197 149 010 046 212 076 205 053 163
0000099	BAYONA	099 086 231 157 158 184 200 245 102 192 063 242 114 025 110 076 206 054 166
0000100	RUTH'S CHRIS STEAKHOUSE	253 099 157 158 198 245 189 102 114 225 077 206 053 167
0000101	China Blossom	157 158 025 039 076 206 053 164
0000102	LE JARDIN	253 099 157 158 198 200 191 149 040 111 083 251 224 156 045 076 205 055 166
0000103	DONG PHUONG	157 158 046 246 078 208 056 170
0000104	ANDY MESSINA'S	253 086 231 157 158 192 149 132 009 075 205 052 164
0000105	SAZERAC	253 099 157 158 198 200 189 102 192 040 111 071 045 076 206 054 167
0000106	KUNG'S CHINESE RESTAURANT	253 086 231 157 158 191 149 039 076 206 053 164
0000107	TJ RIBS	009 017 078 208 056 170
