0000000	Circolo	253 231 200 191 192 174 063 114 248 071 036 024 123 140 075 205 053 166
0000001	Meriwa	039 078 208 056 170
0000002	Medioevo	123 124 078 208 056 170
0000003	Original Old Clam House	253 231 250 010 212 074 204 052 164
0000004	Indian Oven	253 250 036 117 075 204 052 165
0000005	Baccarat Room	191 192 174 040 093 075 205 054 168
0000006	Osome ,	250 191 192 025 128 075 205 052 165
0000007	TADICH GRILL	253 099 231 189 114 010 024 008 212 075 205 053 166
0000008	Manora's Thai Cuisine	250 025 001 235 076 205 052 164
0000009	Laghi	253 250 036 123 075 205 052 166
0000010	South China Cafe	197 039 074 204 052 163
0000011	Rice Table	250 136 174 118 076 205 053 165
0000012	Ruby's	253 231 250 191 192 059 036 024 031 068 123 124 182 075 205 053 165
0000013	Babylon	242 045 078 205 053 170
0000014	FRENCH ROOM	100 099 113 231 193 174 146 040 010 111 071 024 031 076 206 054 169
0000015	HARRIS'	253 231 250 191 192 174 114 248 071 057 024 008 225 076 206 054 167
0000016	Aux Delices	253 231 059 036 246 075 205 051 164
0000017	California Culinary Academy	253 231 200 193 191 192 197 036 024 021 093 075 205 053 166
0000018	Giramonti	253 099 250 200 191 192 174 063 024 229 123 124 075 205 053 166
0000019	Sam's Grill & Seafood	191 192 024 212 075 205 052 166
0000020	Donatello	080 099 250 200 245 193 189 191 192 174 146 040 024 156 123 124 076 206 054 168
0000021	Rosmarino	231 250 063 024 224 092 123 076 206 054 167
0000022	Waterfront Restaurant	080 253 231 250 191 192 174 063 212 075 205 054 166
0000023	Enrico's	102 242 140 078 205 053 170
0000024	Paprika's Fono	253 099 250 191 192 063 116 075 205 053 166
0000025	Marnee Thai	250 136 242 235 076 205 052 164
0000026	Benihana	100 253 099 086 250 191 192 197 128 225 074 205 052 165
0000027	Cheer's Cafe	231 250 102 063 036 008 075 205 052 163
0000028	Christophe	093 076 205 053 167
0000029	Caribbean Zone	253 086 250 102 191 192 197 114 097 215 034 074 204 054 165
0000030	The Blue Light	086 231 250 200 191 192 197 114 215 030 047 074 204 052 165
0000031	Le Castel	080 253 250 200 193 191 192 174 024 093 076 206 054 168
0000032	Mayflower	253 231 039 075 204 052 164
0000033	Schroeder's	253 231 245 191 192 045 098 074 205 052 165
0000034	L'Entrecote de Paris	253 231 250 191 192 174 063 071 059 024 224 092 075 205 053 166
0000035	Max's Diner	253 086 250 114 224 008 061 075 205 053 164
0000036	Fly Trap Restaurant	099 231 189 191 192 024 008 075 205 053 166
0000037	Cafe Claude	253 231 200 191 192 063 114 071 059 036 156 092 075 205 053 164
0000038	La Fiammetta Ristorante	253 250 200 114 025 123 076 206 053 167
0000039	Allegro	123 124 078 205 053 170
0000040	Fana Ethiopian Restaurant	072 078 208 056 170
0000041	Mandalay	253 250 022 076 205 052 164
0000042	Ernesto's	100 253 231 250 124 182 075 205 052 164
0000043	Brazen Head	253 231 250 004 132 215 005 075 205 053 165
0000044	The London Wine Bar	080 231 191 192 059 036 215 031 074 205 053 164
0000045	I Fratelli	253 231 250 097 229 123 124 075 205 053 165
0000046	Nob Hill Restaurant	099 113 193 191 192 040 024 031 045 075 205 053 167
0000047	Capp's Corner	231 250 193 174 197 215 123 124 074 204 052 164
0000048	Market Roastery	253 231 250 191 192 242 036 005 075 205 053 165
0000049	Samurai Sausalito	100 253 231 250 128 075 204 052 165
0000050	PANE E VINO	253 245 242 001 123 076 205 053 166
0000051	Diamond Street Restaurant	253 231 250 191 192 068 243 074 204 052 164
0000052	House of Nanking	114 229 039 076 203 050 163
0000053	Gaylord Indian Restaurant	231 250 193 191 192 063 036 021 117 075 205 053 166
0000054	Savoy Brasserie	250 095 212 075 205 054 167
0000055	Sears Fine Foods	100 231 250 191 192 156 008 075 205 051 163
0000056	India House	174 117 075 205 053 165
0000057	LuLu Restaurant	140 078 208 056 170
0000058	Yoshida-Ya	253 250 191 192 036 128 076 205 054 166
0000059	Ping Yuen	253 008 039 074 204 051 163
0000060	Buckeye Roadhouse	253 086 231 200 194 102 063 197 242 114 248 215 008 076 205 054 166
0000061	TERRACE RESTAURANT	100 253 250 245 174 040 024 021 156 031 076 206 054 167
0000062	Jin Jiang	250 193 146 039 075 205 054 167
0000063	Cafe Majestic	080 099 200 191 192 174 040 111 071 024 224 045 075 206 054 167
0000064	Brick's	231 193 063 061 107 074 204 052 163
0000065	Dottie's True Blue Cafe	253 231 250 136 197 242 114 036 156 008 075 206 052 163
