0000000	Tanner's	100 253 250 178 174 063 059 036 008 074 204 052 163
0000001	Frijoleros	250 062 132 174 063 197 071 142 234 243 075 204 052 162
0000002	Indian Delights	253 250 150 174 083 059 036 117 243 076 205 051 162
0000003	Great Wall	253 191 192 174 036 039 075 204 052 163
0000004	The Brickery	100 253 086 231 250 191 192 059 036 215 005 008 075 205 052 163
0000005	Lawrence's Cafe	250 191 192 174 063 197 071 057 036 140 143 075 204 052 163
0000006	Harold's Barbecue	253 174 010 221 036 017 076 205 051 162
0000007	Zab-E-Lee	011 174 235 076 208 051 164
0000008	The Dessert Place	100 086 150 174 036 042 061 076 204 053 162
0000009	Cafe Diem	250 196 174 063 197 005 042 061 068 074 204 053 162
0000010	El Charro	100 253 250 191 192 174 001 142 234 075 204 051 162
0000011	Kurt's at River Manor	253 231 191 192 174 063 248 036 098 076 205 054 165
0000012	Peggy Sue's Diner	100 253 086 250 191 192 174 063 036 042 061 074 204 053 163
0000013	Pars	253 250 174 071 059 057 036 143 075 205 053 164
0000014	Le Rendez-Vous	253 231 250 200 191 192 174 059 036 091 076 205 053 164
0000015	Rockbridge Diner	253 231 136 191 192 059 045 076 206 053 164
0000016	Chefs' Grill	100 080 253 231 102 191 192 174 083 036 024 025 005 076 206 053 165
0000017	Jonathan Lee's	253 231 245 191 192 174 059 036 039 235 075 205 052 163
0000018	The Country Place	253 099 231 250 062 132 191 192 174 071 083 024 215 005 076 206 054 165
0000019	Hama's	253 250 245 174 128 075 205 052 164
0000020	Raja Indian Restaurant	250 191 192 174 197 036 117 075 205 051 164
0000021	PRICCI	080 253 250 245 189 102 174 114 024 215 121 076 206 054 166
0000022	Pittypat's Porch	100 253 099 250 191 192 174 071 221 083 024 220 217 074 204 052 165
0000023	Houston's	026 253 086 250 174 063 215 005 008 107 076 206 053 164
0000024	Azio	253 086 231 250 102 063 114 248 215 121 182 075 205 053 164
0000025	Banks	136 005 045 076 206 054 166
0000026	ABRUZZI RISTORANTE	253 099 200 245 196 189 191 192 174 146 097 036 024 123 076 206 053 167
0000027	Rio Bravo Cantina	100 253 086 250 191 192 174 063 215 138 142 234 075 205 053 163
0000028	Savannah Fish Company	250 191 192 174 040 025 212 075 205 053 165
0000029	Lombardi's	253 231 250 174 024 121 075 205 053 164
0000030	Johnny Rockets	026 100 086 250 174 063 008 107 075 205 053 162
0000031	Opus	099 150 200 196 191 192 174 063 040 071 024 025 005 243 076 206 054 167
0000032	La Paz	100 253 250 191 192 174 063 197 083 036 215 025 142 234 222 076 205 053 163
0000033	Tortilla's	253 250 174 063 197 142 234 076 204 052 162
0000034	Acacia	099 245 191 192 174 040 111 097 083 024 005 075 205 054 166
0000035	Snack 'n Shop	100 253 231 198 174 058 075 205 052 162
0000036	Touch of India	253 250 191 192 174 117 075 205 052 163
0000037	The Hawthorne Cottage Tea Room	253 113 231 150 198 191 192 174 063 221 059 036 068 075 205 053 162
0000038	Old Vinings Inn	200 196 191 192 174 063 083 045 075 205 054 164
0000039	Janousek's	100 253 231 136 191 192 174 036 045 076 206 053 165
0000040	Cafe Intermezzo	253 113 231 250 200 196 062 132 191 192 174 063 083 042 061 075 205 054 163
0000041	Sukhothai	253 191 192 174 036 235 076 205 053 164
0000042	Suntory	026 253 099 231 250 191 192 174 059 024 128 076 205 054 166
0000043	Cha Gio	253 250 191 192 036 246 075 205 052 162
0000044	Fellini's Pizza	100 253 086 250 102 174 063 197 004 132 182 075 204 052 162
0000045	SURIN OF THAILAND	253 102 174 083 235 076 205 053 164
0000046	China Royal	100 253 086 191 192 174 059 036 001 039 074 205 052 163
0000047	Nakato	100 253 250 245 191 192 174 146 036 128 076 205 054 165
0000048	Thelma's Kitchen	253 231 221 029 220 217 076 204 051 162
0000049	Silver Grill	253 174 221 001 042 061 220 217 075 205 052 162
0000050	Cafe de la Place	253 250 196 191 192 174 059 036 045 091 094 075 205 053 165
0000051	The Colonnade	253 231 250 198 102 191 192 174 248 221 220 217 075 205 052 163
0000052	Spanish Cafe	253 231 136 191 192 174 197 071 001 048 223 075 205 053 165
0000053	China Doll	253 174 039 076 205 053 163
0000054	Niko's	100 253 191 192 063 103 075 205 053 164
0000055	Kobe Steaks	100 253 250 245 191 192 128 225 075 205 053 164
0000056	San Gennaro	253 250 191 192 174 063 036 124 075 205 053 164
0000057	Nuts and Berries	253 231 150 174 083 112 243 074 204 051 162
0000058	Outback Steaks	100 253 231 250 191 192 174 063 036 225 075 205 053 164
0000059	Baker's Cafe	253 231 250 174 197 030 047 075 205 052 162
0000060	Emah's Restaurant & Cafe	253 231 250 150 245 174 063 036 129 129 140 143 075 205 051 163
0000061	Ray's New York Pizza	253 250 191 192 174 063 036 121 075 204 051 162
0000062	Claudette's	253 231 250 200 191 192 174 059 036 091 075 205 053 164
0000063	Pilgreen's	100 253 231 191 192 174 010 229 220 217 225 075 204 052 164
0000064	Carey's	253 231 250 174 071 057 008 107 075 204 051 162
0000065	Lickskillet Farm	100 250 198 191 192 010 248 221 008 220 217 075 206 054 165
0000066	The Red Snapper	253 250 198 191 192 174 229 212 076 205 052 164
0000067	Gene and Gabe's Lodge	191 192 063 248 121 075 205 053 165
0000068	The Crab House	100 253 231 250 191 192 174 071 229 212 074 204 052 164
0000069	Papa Piroski's	253 250 150 200 245 191 192 174 146 202 076 205 053 166
0000070	Taco Mac	253 250 178 191 192 174 063 197 004 132 071 059 036 215 142 234 074 204 052 162
0000071	Stage Deli	100 253 250 198 191 192 174 063 083 059 036 058 076 204 053 163
0000072	Ruth's Chris Steakhouse	253 099 231 250 191 192 174 059 024 008 225 076 205 053 166
0000073	The Coach and Six	253 250 189 191 192 174 114 071 024 008 075 205 053 166
0000074	Anthony's	253 099 198 193 191 192 174 063 010 111 097 248 221 024 045 220 217 075 205 054 166
0000075	Jim White's Half Shell	253 231 198 245 174 059 229 212 075 205 052 165
0000076	El Toro	100 253 250 178 174 036 138 142 234 074 204 051 162
0000077	Burton's Grill	100 231 197 221 036 220 217 076 204 051 162
0000078	House of Chan	174 039 076 205 052 163
0000079	Jagger's	100 253 086 250 191 192 174 197 083 215 182 075 204 052 163
0000080	Avanzare	026 100 099 231 250 174 040 024 123 075 205 054 165
0000081	San Jose	138 142 234 074 204 051 162
0000082	Nino's	253 231 200 191 192 174 036 121 075 205 052 165
0000083	Pete's (aka The Forum)	100 253 231 198 190 066 191 192 174 248 008 045 075 205 052 164
0000084	Dusty's	100 250 174 197 036 017 220 217 075 204 051 162
0000085	Petite Auberge	253 231 198 191 192 174 248 036 045 091 075 205 053 165
0000086	Bamboo Luau's Chinatown	253 191 192 174 004 132 059 036 039 074 204 052 163
0000087	Brother Juniper's	253 174 197 042 061 112 075 204 051 162
0000088	Veggieland	253 231 150 198 174 063 083 036 112 243 075 204 051 162
0000089	Raffaello	253 250 200 245 174 146 024 229 123 075 206 053 167
0000090	Sitar	250 136 174 040 117 076 206 052 164
0000091	Avanti's	100 253 191 192 174 071 057 123 074 205 052 165
0000092	Violette	231 200 174 197 092 075 205 052 164
0000093	Zur Bratwurst Bavarian	253 231 191 192 174 063 036 098 075 204 051 163
0000094	Yakitori Den-Chan	253 250 191 192 004 132 114 128 075 205 053 164
0000095	A Taste of New Orleans	253 231 191 192 036 030 047 076 205 052 165
0000096	Bridgetown Grill	231 250 174 063 197 059 036 034 048 075 205 053 163
0000097	Dooley's Tavern	253 231 250 194 191 192 174 063 004 132 036 215 008 073 204 052 163
0000098	Nicola's	100 253 250 191 192 174 036 140 143 243 076 206 052 164
0000099	Cassis	026 100 099 250 200 193 191 192 174 040 024 140 076 205 054 167
0000100	Chow	231 250 102 063 114 083 036 215 005 123 075 205 053 164
0000101	Bobby and June's Country Kitchen	100 253 231 191 192 174 221 059 036 017 220 217 075 205 051 162
0000102	Hong Kong Delight	100 253 198 191 192 174 059 036 039 075 205 052 163
0000103	French Quarter Grocery	100 253 231 136 174 063 197 036 001 007 030 047 076 205 051 163
0000104	The Silver Skillet	198 102 191 192 174 114 221 083 008 042 061 220 217 075 205 052 162
0000105	Bien Thuy	253 250 191 192 174 197 036 001 246 076 205 051 163
