0000000	CAFFE LUNA	253 231 250 250 123 075 205 053 164
0000001	Chez Jean	253 231 200 192 191 097 092 075 205 052 166
0000002	Sibel	253 231 250 028 250 192 191 242 071 034 078 208 056 170
0000003	Veronique	250 242 093 075 206 054 166
0000004	Warren Tavern	250 250 062 132 190 066 192 191 114 010 108 248 071 215 008 074 205 054 165
0000005	DIVISION SIXTEEN	253 231 250 250 197 132 114 059 215 068 075 204 052 164
0000006	ACROPOLIS	231 250 250 191 103 074 204 052 163
0000007	Copley Sports Saloon	008 078 208 056 170
0000008	MORTON'S OF CHICAGO	137 253 099 250 174 114 024 225 076 206 053 167
0000009	O'Fado	100 253 231 250 198 250 245 188 076 205 052 164
0000010	OPEN SESAME	253 231 250 250 191 197 111 083 059 035 156 112 243 074 204 051 163
0000011	Yenching Palace	253 250 250 191 039 074 204 051 163
0000012	OASIS CAFE	100 253 231 250 250 149 191 197 059 008 076 205 053 164
0000013	DAILY CATCH	231 150 149 197 046 123 124 212 076 205 052 164
0000014	Ten Huntington Bar & Grill	253 250 062 132 192 191 174 040 097 024 008 075 205 053 167
0000015	MING GARDEN	100 253 250 198 250 039 075 204 052 164
0000016	Cantin Abruzzi	046 075 205 051 164
0000017	224 Boston St.	231 250 136 149 192 191 114 108 028 063 097 071 068 078 208 056 170
0000018	Lyceum Bar & Grill	253 250 250 245 192 191 114 248 071 215 104 075 205 053 165
0000019	TANDOOR HOUSE	250 250 149 117 075 205 052 164
0000020	HO YUEN TING SEAFOOD	231 250 046 039 212 076 204 051 163
0000021	RITZ DINING ROOM	080 253 099 113 250 198 250 200 245 189 102 192 191 174 146 114 040 111 097 071 083 024 229 045 076 207 055 168
0000022	CHATTERLEY'S	253 250 250 040 028 063 215 212 074 204 052 164
0000023	Durgin Park	100 250 250 010 008 078 208 056 170
0000024	IL CAPRICCIO	253 250 150 123 076 206 053 167
0000025	Sultan's Kitchen	253 231 150 250 192 191 197 059 036 143 239 076 204 051 163
0000026	L'ESPALIER	099 245 189 191 174 146 093 095 077 206 055 169
0000027	BELLA NAPOLI	250 123 124 075 205 052 165
0000028	LITTLE OSAKA	253 150 035 128 075 205 053 164
0000029	57 RESTAURANT	253 250 198 250 062 132 192 191 146 040 071 024 008 075 205 053 166
0000030	Gill's Grill	231 250 250 245 192 191 084 087 024 215 031 104 075 205 053 165
0000031	VILLAGE FISH, THE	100 253 086 231 250 150 198 250 149 191 036 046 212 076 205 052 164
0000032	CIRO'S	253 250 198 245 123 075 205 052 165
0000033	Schroeder's	253 192 191 174 010 108 248 024 229 045 075 205 053 165
0000034	SHILLA	214 250 250 128 130 075 204 052 164
0000035	IL DOLCE MOMENTO	253 250 250 132 084 087 035 156 046 042 074 203 052 163
0000036	Vin & Eddie's	011 253 250 198 250 192 191 071 215 123 076 205 053 166
0000037	STAR OF SIAM	026 250 149 235 075 205 052 163
0000038	Piccola Venezia	046 075 204 051 163
0000039	Willow Pond Kitchen	253 231 250 250 149 212 074 204 052 163
0000040	DAVIO'S	253 231 250 028 250 200 192 191 174 114 040 097 084 087 059 215 126 076 205 053 166
0000041	Tam O'Shanter	046 075 205 051 164
0000042	SHERBORN INN	011 011 253 250 198 250 200 245 192 191 040 040 008 075 205 054 167
0000043	CLUB CAFE	253 250 102 192 191 197 132 114 111 108 097 071 036 215 068 075 205 053 165
0000044	CARL'S PAGODA	231 197 132 046 039 076 204 050 164
0000045	Schifino	123 124 075 205 053 166
0000046	GENJI	253 250 250 200 062 132 192 191 108 128 075 205 053 165
0000047	CHARLEY'S SALOON	253 231 250 250 062 132 192 191 174 242 132 114 108 028 063 059 215 008 074 204 052 164
0000048	LOCKE-OBER CAFE	080 253 099 250 200 245 189 192 191 174 146 114 010 108 097 248 036 024 008 076 206 054 167
0000049	Hanmiok	253 231 250 035 001 128 130 075 204 051 163
0000050	JIMBO'S FISH SHANTY	100 231 250 250 062 132 174 212 075 205 052 164
0000051	DOM'S	231 250 200 192 191 097 059 123 075 205 052 166
0000052	Paolo Ristorante	005 123 124 078 208 056 170
0000053	Brasserie Les Halles	092 075 205 053 166
0000054	Bentonwood Bakery	145 000 078 208 056 170
0000055	Los Andes	253 250 250 197 218 074 203 052 166
0000056	Jacob Wirth Restaurant	253 028 010 108 098 074 204 052 164
0000057	Bridge Street Cafe	011 253 231 250 250 028 063 097 045 076 205 053 165
0000058	SERENDIPITY III	100 253 086 231 250 028 250 102 192 191 108 028 063 071 084 087 005 074 204 053 164
0000059	REDBONES	100 253 086 231 250 197 059 036 046 076 205 052 164
0000060	BRISTOL LOUNGE	253 113 250 198 250 102 174 132 040 111 097 248 071 083 024 005 075 206 054 166
0000061	Ocean Wealth	039 078 208 056 170
0000062	Kowloon	100 250 198 250 192 191 191 132 111 071 057 024 229 039 235 075 205 053 164
0000063	LA TRATTORIA	253 231 250 250 062 132 123 124 075 205 052 165
0000064	TASTE OF INDIA	253 250 250 191 117 075 205 052 164
0000065	Jimmy Mac's  (CLOSED)	231 250 250 149 197 059 017 220 217 076 204 051 163
0000066	MISTER LEUNG'S	253 250 200 189 192 191 174 114 036 024 039 076 206 054 167
0000067	CAFFE VITTORIA	100 253 231 250 250 132 083 084 087 215 046 123 124 075 205 053 163
0000068	JOE'S AMERICAN BAR & GRILL	231 250 250 102 174 114 108 028 063 059 215 104 074 204 053 164
0000069	Red Lion	253 231 250 250 191 010 097 248 229 229 008 075 205 053 165
0000070	GOLDEN TEMPLE	100 253 086 250 198 250 192 191 174 132 039 075 205 053 164
0000071	MAGIC PAN	250 198 250 102 192 191 028 063 084 087 045 074 204 052 164
0000072	Mattapoisett Inn	250 250 192 191 028 063 248 071 059 005 075 205 053 166
0000073	BORDER CAFE	100 253 086 250 250 149 114 111 215 030 142 234 222 075 204 052 163
0000074	ST. CLOUD	080 253 231 250 250 189 102 174 132 114 097 083 084 087 036 024 215 005 076 205 054 167
0000075	Porterhouse Cafe	100 253 086 231 250 250 197 097 215 017 075 205 051 164
0000076	NEW BRIDGE CAFE	253 086 231 250 250 149 191 197 046 017 076 205 051 163
0000077	Loading Zone	100 253 250 250 192 191 197 242 114 111 097 215 017 075 205 054 164
0000078	The Charles Restaurant	253 231 250 198 200 245 174 146 045 123 124 075 205 052 166
0000079	Marino's	242 123 124 078 208 056 170
0000080	New Yorker Diner	086 231 250 250 149 197 132 156 229 008 061 075 205 052 162
0000081	798 MAIN (CLOSED) (fka Panache)	080 097 005 076 206 053 167
0000082	BEL CANTO	100 253 086 231 250 250 149 192 191 028 063 123 124 182 075 204 052 163
0000083	Cajun Yankee	231 197 030 220 217 076 205 051 165
0000084	BACK BAY BISTRO	080 253 231 192 028 063 005 075 205 053 165
0000085	Venus Seafood in the Rough	100 253 086 231 250 136 198 250 191 197 111 028 063 036 212 075 203 052 163
0000086	BAY TOWER ROOM	253 200 189 192 191 146 097 071 057 024 008 075 206 055 167
0000087	Sabra	253 086 231 250 198 250 149 062 132 192 191 111 059 143 074 204 051 164
0000088	Figs	123 124 078 208 056 170
0000089	SKEWERS, THE	100 086 231 250 250 191 035 046 143 074 204 051 163
0000090	S & S Restaurant	046 075 205 052 163
0000091	SABLONE'S VEAL 'N VINTAGE	253 123 124 076 205 052 165
0000092	Rita's Place	253 192 191 197 124 076 205 051 166
0000093	The Village Smokehouse	100 253 086 231 250 149 192 191 036 017 075 204 052 164
0000094	CHARLIE'S SANDWICH SHOPPE	250 149 197 083 156 046 229 042 076 205 052 162
0000095	MONTIEN	250 024 235 075 205 052 164
0000096	RUBIN'S	100 253 086 231 250 198 149 036 046 058 129 075 204 051 163
0000097	Tien's Thai	253 250 250 245 192 191 235 076 205 053 164
0000098	DAD'S BEANTOWN DINER	086 197 156 061 074 204 053 163
0000099	DAKOTA'S	253 189 192 191 174 114 111 097 024 215 005 104 225 075 205 054 166
0000100	HARVARD BOOKSTORE CAFE	253 113 231 028 102 111 028 063 083 059 156 068 075 204 053 164
0000101	BLACK ROSE	253 250 250 192 191 197 120 074 204 052 163
0000102	MEXICAN CUISINE	231 250 250 149 197 001 142 234 076 204 051 164
0000103	ANTHONY'S PIER 4	080 253 099 250 198 250 149 146 024 008 212 074 204 053 166
0000104	La Famiglia Ristorante	123 124 078 208 056 170
0000105	Hilltop Steak House	100 253 250 192 104 225 075 205 051 164
0000106	Sami's 24 Hours	132 075 205 051 162
0000107	Il Panino	123 124 078 208 056 170
0000108	Alexander's	250 028 198 250 192 242 028 063 071 036 045 103 074 205 053 165
0000109	Streets Cafe	231 250 250 191 111 156 243 074 204 051 162
0000110	Viet Restaurant	250 250 191 246 076 205 052 163
0000111	COLORADO PUBLIC LIBRARY	080 253 200 192 191 111 097 212 225 075 205 053 165
0000112	Washington St. (CLOSED)	025 075 205 053 164
0000113	Rosalie's	253 250 200 245 192 191 114 123 075 205 053 166
0000114	CASA PORTUGAL	253 250 197 132 248 229 229 188 075 205 052 164
