0000000	 Carnegie Deli	100 086 250 252 174 040 036 008 058 074 204 051 163
0000001	Elysium	099 250 252 196 193 190 174 040 248 024 224 005 078 208 056 170
0000002	PEKING GOURMET INN	253 250 252 191 192 174 114 025 039 076 206 053 165
0000003	Tia Queta	253 250 252 191 192 063 142 209 075 205 053 165
0000004	Notte Luna	253 086 250 184 102 174 063 125 182 075 205 053 166
0000005	The Grill from Ipanema	253 250 184 193 190 197 224 020 075 205 054 165
0000006	Georgia Brown's	253 250 189 102 174 114 057 071 024 224 005 220 076 205 054 166
0000007	Falls Landing	250 198 245 191 192 174 063 248 059 231 024 045 212 076 206 053 166
0000008	Phillips Seafood Grill	253 250 149 062 174 063 224 074 204 052 165
0000009	Sunny Garden	253 250 136 252 174 025 039 060 076 205 051 163
0000010	MORTON'S OF CHICAGO	137 253 099 250 189 191 192 174 114 059 231 036 024 225 076 206 054 168
0000011	Cafe Bethesda	254 150 198 193 190 174 063 059 231 005 092 212 076 205 053 167
0000012	Fern Street Bistro	253 068 078 208 056 170
0000013	Sakura Palace	253 250 193 190 174 001 128 076 205 053 165
0000014	KINKEAD'S	253 099 250 252 245 062 102 191 192 174 063 242 083 084 087 059 231 024 224 025 005 212 232 076 206 054 167
0000015	Garden Cafe	250 136 193 190 063 040 084 087 059 231 024 224 025 005 007 076 206 053 166
0000016	Sam & Harry's	080 253 099 184 189 191 192 174 059 231 057 071 024 008 212 225 076 206 054 167
0000017	Donatello	250 193 062 190 174 063 059 231 125 076 206 053 166
0000018	Cafe Petitto	250 252 149 004 224 125 182 075 205 052 164
0000019	Tragara	080 253 099 250 193 191 192 174 024 123 076 206 054 167
0000020	Hamburger Hamlet	026 100 253 086 250 252 149 194 174 063 224 008 107 075 205 052 163
0000021	New Heights	250 174 063 059 231 036 224 005 076 206 054 167
0000022	Vietnam Georgetown	250 150 063 246 075 205 052 165
0000023	Panjshir	253 250 252 174 036 025 002 076 206 053 164
0000024	Lebanese Taverna	253 250 150 252 149 174 063 036 143 076 205 053 165
0000025	COEUR DE LION	113 250 252 200 245 196 193 189 174 040 111 083 059 231 057 071 024 224 005 076 206 055 167
0000026	I Matti	253 250 252 245 102 191 192 174 114 036 224 125 123 182 076 205 053 166
0000027	Il Radicchio	100 254 086 250 252 242 125 182 076 205 053 164
0000028	Duangrat's	250 252 245 191 192 174 063 057 071 036 235 076 206 054 165
0000029	Haandi	253 250 252 149 174 117 076 206 053 165
0000030	American Cafe	100 253 250 252 062 174 063 004 059 231 224 005 074 204 052 164
0000031	Primi Piatti	253 099 250 189 191 192 174 063 059 231 123 076 205 054 166
0000032	J. Paul's	250 184 149 194 062 102 191 192 004 059 231 224 008 107 212 075 205 053 164
0000033	Patisserie Cafe Didier	253 113 250 252 149 174 083 059 231 043 036 156 016 092 076 205 053 164
0000034	Crystal Thai	253 250 150 252 174 235 076 205 053 164
0000035	Tachibana	174 128 076 206 053 165
0000036	TooJay's	253 250 150 252 174 063 036 224 156 058 075 204 051 163
0000037	Le Refuge	252 193 190 092 076 206 053 166
0000038	Houston's	026 100 253 086 250 184 252 149 194 102 174 114 008 017 107 075 205 053 164
0000039	Pines of Rome	254 250 198 252 125 078 208 056 170
0000040	Star of Siam	026 253 250 252 063 235 075 205 052 164
0000041	The Frog and the Redneck	150 193 174 059 231 007 077 206 054 167
0000042	Allegro	113 250 252 193 174 040 083 059 231 057 071 024 021 224 005 076 206 054 166
0000043	Bangkok Orchid	250 252 063 021 235 075 205 052 164
0000044	Matuba	254 086 250 150 174 128 076 205 052 164
0000045	Queen Bee	254 253 250 252 149 174 246 076 205 052 164
0000046	Planet Hollywood	026 253 178 086 250 252 149 174 242 004 059 231 005 068 107 074 205 054 164
0000047	Sea Catch	253 252 193 190 191 192 174 063 248 212 076 205 054 167
0000048	Ciao baby Cucina	253 253 250 184 245 193 190 102 191 192 174 242 114 059 231 024 021 125 123 075 205 054 166
0000049	INN AT LITTLE WASHINGTON	011 080 099 250 150 200 193 189 191 192 174 063 040 248 084 087 005 007 077 207 055 169
0000050	PESCE	254 253 250 252 149 242 114 059 231 005 092 123 076 205 052 166
0000051	Il Forno	100 254 253 250 150 252 149 174 063 182 075 205 051 163
0000052	Oval Room	253 099 189 102 174 242 024 005 078 208 056 170
0000053	Jaimalito's	253 086 250 184 252 102 191 192 174 063 059 231 229 142 209 222 074 204 053 164
0000054	America	100 253 250 184 252 102 191 192 174 063 004 059 231 224 008 074 205 053 164
